2022-12-30,18:00,13.202
2022-12-30,17:59,13.104
2022-12-30,17:58,13.15
2022-12-30,17:57,13.15
2022-12-30,17:56,13.499
2022-12-30,17:55,13.3
2022-12-30,17:54,13.3
2022-12-30,17:53,13.301
2022-12-30,17:52,13.3
2022-12-30,17:51,13.29
2022-12-30,17:50,13.288
2022-12-30,17:49,13.288
2022-12-30,17:48,13.25
2022-12-30,17:47,13.1
2022-12-30,17:46,13.1
2022-12-30,17:45,13.15
2022-12-30,17:44,13.15
2022-12-30,17:43,13.2
2022-12-30,17:41,13.3
2022-12-30,17:40,13.2
2022-12-30,17:39,13.2
2022-12-30,17:37,13.1
2022-12-30,17:35,13.15
2022-12-30,17:34,13.25
2022-12-30,17:33,13.399
2022-12-30,17:32,13.4
2022-12-30,17:31,13.4
2022-12-30,17:30,13.34
2022-12-30,17:29,13.35
2022-12-30,17:28,13.15
2022-12-30,17:27,13.3
2022-12-30,17:26,13.4
2022-12-30,17:25,13.4
2022-12-30,17:24,13.4
2022-12-30,17:23,13.4
2022-12-30,17:22,13.4
2022-12-30,17:21,13.35
2022-12-30,17:20,13.337
2022-12-30,17:19,13.5
2022-12-30,17:18,13.5
2022-12-30,17:17,13.5
2022-12-30,17:16,13.5
2022-12-30,17:15,13.55
2022-12-30,17:13,13.3
2022-12-30,17:12,13.36
2022-12-30,17:11,13.45
2022-12-30,17:10,13.449
2022-12-30,17:08,13.3
2022-12-30,17:05,13.45
2022-12-30,17:03,13.49
2022-12-30,17:00,13.5
2022-12-30,16:59,13.5
2022-12-30,16:54,13.5
2022-12-30,16:53,13.49
2022-12-30,16:52,13.2
2022-12-30,16:50,12.8
2022-12-30,16:49,13.2
2022-12-30,16:48,13.057
2022-12-30,16:45,13.85
2022-12-30,16:44,13.65
2022-12-30,16:43,13.4
2022-12-30,16:42,13.7
2022-12-30,16:41,13.36
2022-12-30,16:39,13.75
2022-12-30,16:38,13.5
2022-12-30,16:37,13.498
2022-12-30,16:35,13.16
2022-12-30,16:34,13.282
2022-12-30,16:33,13.15
2022-12-30,16:31,13.166
2022-12-30,16:30,12.9
2022-12-30,16:29,12.9
2022-12-30,16:28,12.5
2022-12-30,16:26,12.3
2022-12-30,16:25,12.4
2022-12-30,16:24,12.4
2022-12-30,16:23,12.6
2022-12-30,16:22,12.4
2022-12-30,16:21,12.4
2022-12-30,16:20,12.5
2022-12-30,16:19,12.6
2022-12-30,16:18,12.6
2022-12-30,16:17,12.5
2022-12-30,16:14,12.6
2022-12-30,16:13,12.6
2022-12-30,16:12,12.6
2022-12-30,16:11,12.611
2022-12-30,16:10,12.612
2022-12-30,16:09,13.2
2022-12-30,16:08,13.2
2022-12-30,16:02,13.3
2022-12-30,16:01,13.499
2022-12-30,16:00,13.37
2022-12-30,15:59,13.5
2022-12-30,15:58,13.657
2022-12-30,15:57,13.7
2022-12-30,15:56,13.699
2022-12-30,15:55,13.699
2022-12-30,15:52,13.65
2022-12-30,15:50,13.6
2022-12-30,15:49,13.699
2022-12-30,15:47,13.4
2022-12-30,15:46,13.51
2022-12-30,15:45,13.65
2022-12-30,15:44,13.6
2022-12-30,15:43,13.5
2022-12-30,15:42,13.21
2022-12-30,15:41,13.5
2022-12-30,15:40,13.55
2022-12-30,15:39,13.55
2022-12-30,15:38,13.55
2022-12-30,15:37,13.34
2022-12-30,15:36,13.349
2022-12-30,15:35,13.105
2022-12-30,15:33,13.1
2022-12-30,15:32,13.0
2022-12-30,15:31,13.0
2022-12-30,15:29,13.0
2022-12-30,15:28,13.0
2022-12-30,15:27,13.0
2022-12-30,15:26,13.0
2022-12-30,15:25,12.872
2022-12-30,15:24,12.8
2022-12-30,15:23,12.8
2022-12-30,15:22,12.8
2022-12-30,15:21,12.78
2022-12-30,15:20,13.28
2022-12-30,15:19,13.3
2022-12-30,15:18,13.4
2022-12-30,15:17,13.35
2022-12-30,15:15,13.5
2022-12-30,15:14,13.0
2022-12-30,15:13,13.255
2022-12-30,15:12,13.25
2022-12-30,15:11,13.25
2022-12-30,15:10,13.25
2022-12-30,15:09,12.7
2022-12-30,15:08,12.9
2022-12-30,15:07,12.4
2022-12-30,15:06,12.4
2022-12-30,15:04,12.2
2022-12-30,15:02,12.3
2022-12-30,15:01,12.2
2022-12-30,15:00,12.2
2022-12-30,14:59,12.0
2022-12-30,14:58,12.2
2022-12-30,14:57,12.0
2022-12-30,14:56,12.0
2022-12-30,14:55,11.8
2022-12-30,14:54,11.601
2022-12-30,14:52,11.6
2022-12-30,14:51,11.6
2022-12-30,14:50,11.577
2022-12-30,14:49,11.5
2022-12-30,14:48,11.5
2022-12-30,14:47,11.6
2022-12-30,14:46,11.5
2022-12-30,14:45,11.2
2022-12-30,14:44,11.0
2022-12-30,14:43,11.0
2022-12-30,14:42,11.0
2022-12-30,14:41,10.7
2022-12-30,14:40,10.6
2022-12-30,14:38,10.7
2022-12-30,14:37,10.6
2022-12-30,14:34,10.375
2022-12-30,14:32,10.4
2022-12-30,14:31,10.35
2022-12-30,14:30,10.3
2022-12-30,14:27,10.35
2022-12-30,14:26,11.0
2022-12-30,14:25,10.49
2022-12-30,14:21,10.5
2022-12-30,14:20,10.45
2022-12-30,14:19,10.45
2022-12-30,14:18,10.5
2022-12-30,14:16,10.3
2022-12-30,14:15,10.55
2022-12-30,14:14,10.74
2022-12-30,14:12,10.6
2022-12-30,14:11,10.64
2022-12-30,14:10,10.64
2022-12-30,14:07,10.65
2022-12-30,14:06,10.5
2022-12-30,14:05,10.5
2022-12-30,14:04,10.5
2022-12-30,14:03,10.5
2022-12-30,14:02,10.5
2022-12-30,14:01,10.5
2022-12-30,14:00,10.9
2022-12-30,13:59,10.9
2022-12-30,13:58,10.9
2022-12-30,13:56,10.8
2022-12-30,13:55,10.8
2022-12-30,13:54,10.8
2022-12-30,13:53,10.6
2022-12-30,13:52,10.59
2022-12-30,13:51,10.59
2022-12-30,13:50,10.6
2022-12-30,13:49,10.49
2022-12-30,13:48,10.49
2022-12-30,13:47,10.49
2022-12-30,13:46,10.5
2022-12-30,13:44,10.5
2022-12-30,13:43,10.45
2022-12-30,13:42,10.45
2022-12-30,13:40,10.44
2022-12-30,13:39,10.45
2022-12-30,13:38,10.45
2022-12-30,13:37,10.45
2022-12-30,13:36,10.45
2022-12-30,13:35,10.45
2022-12-30,13:34,10.45
2022-12-30,13:33,10.38
2022-12-30,13:32,10.3
2022-12-30,13:30,10.3
2022-12-30,13:29,10.3
2022-12-30,13:28,10.0
2022-12-30,13:27,10.15
2022-12-30,13:26,10.1
2022-12-30,13:25,10.1
2022-12-30,13:24,10.25
2022-12-30,13:22,10.0
